ad_id,landing_page_id,name,sample_type,page_type,parent_url,landing_url,ad_platform,ad_platform_type,ad_screenshot,page_screenshot
409235,118876,Content Farm,adjusted_news,article,https://www.greenvilleonline.com/story/news/2020/01/20/ask-lafleur-why-were-greenville-police-keeping-blue-lights-around-christmas/4453852002/,https://news.education.investing.com/top-25-richest-heirs-heiresses-in-america/?utm_source=taboola&utm_medium=cpm&utm_campaign=US-Heirs%28KyraSedgwick-1%291-MiniSite-Desktop-NOWL-All-Chrome&utm_term=gannettcompany-greenville&origin=taboola&tp[click_id]=CjBmMmE1YTcyNi1lY2E1LTQ0YjctYTg5My0zOWNhMzc4M2EzYjEtdHVjdDUyMTRmMWISEmludmVzdGluZy15dWtvbi1zYw&tp[site_id]=1008030&tp[site]=gannettcompany-greenville&tp[ts]=2020-01-22+04%3A04%3A09&tp[campaign_name]=US-Heirs%28KyraSedgwick-1%291-MiniSite-Desktop-NOWL-All-Chrome&tp[campaign_id]=2308554&tp[campaign_item_id]=259552009,,,screenshots/1a8cf19f-8052-4028-a0bc-523477178446.png,external_screenshots/71a7f444-8534-45de-8e7d-9d6b3cd62fbd.png
342083,98887,Content Farm,adjusted_news,home,https://www.theage.com.au/,http://www.executivestyle.com.au/fitness,,,screenshots/eb293822-7797-48a4-b38b-c3c0ef24f545.png,external_screenshots/47801ab5-388a-4961-b0e0-901d2cbf9661.png
324355,93755,Content Farm,adjusted_news,article,https://www.wishtv.com/sports/the-zone-january-17-2020/,https://www.zergnet.com/news/4662762/things-you-should-definitely-never-order-at-cracker-barrel,Zergnet,Native,screenshots/17034785-dc0c-4a1a-a2de-8d926c4e08da.png,external_screenshots/14d5b3ee-dd37-4125-8f55-fe95b497d0b0.png
426467,123077,Content Farm,adjusted_news,article,https://www.etonline.com/media/videos/taylor-swifts-best-career-moments-from-childhood-to-lover-137972,https://magellantimes.com/anthropology-and-history/urban-exploration/liza-minnellis-abandoned-mansion/?utm_source=Taboola&utm_medium=CPC&utm_content=cbsinteractive-etonline_1139660&utm_campaign=74859_Magellan-Times_Inside-The-Crumbling-Walls-Of_US_DESKTOP_K&utm_term=3483483&l=a,,,screenshots/c10f86d0-8582-4cda-b10a-bfe9ab1a5b69.png,external_screenshots/ffd9f4ee-600c-4467-9245-b001be425a9b.png
409221,118874,Content Farm,adjusted_news,article,https://www.greenvilleonline.com/story/news/2020/01/20/ask-lafleur-why-were-greenville-police-keeping-blue-lights-around-christmas/4453852002/,https://www.science101.com/dog-breeds-werent-meant-for-home/?utm_source=talas&utm_campaign=Me_TS_S101_US_D_WrongDogs_CTRBlock_MS_v1_1301-Vets+Agree%2C+These+Dogs+Breeds+Shouldn%27t+Be+Kept+As+Pets-https%3A%2F%2Fstorage.googleapis.com%2Fcaw-uploads%2F2e8838dca0659dd422cb16fc77ef3c45.jpeg&utm_term=gannettcompany-greenville&utm_medium=Me_TS_S101_US_D_WrongDogs_CTRBlock_MS_v1_1301&utm_content=newnext,,,screenshots/85761dc3-1ccd-4ea3-a397-f0329a4bee6a.png,external_screenshots/71a7f444-8534-45de-8e7d-9d6b3cd62fbd.png
314264,90740,Content Farm,adjusted_news,home,https://www.usatoday.com/,https://www.topixsideline.com/quiz/17780?utm_campaign=205473&utm_term=usatodaydemo&utm_source=adrizer_tab&tpx_campaign=17780-205473,Taboola,Native,screenshots/021e4be7-8588-4849-b545-dba6852936ca.png,external_screenshots/5b98326a-3116-43e9-9696-661f001903fb.png
419728,,Content Farm,adjusted_news,article,https://www.business-standard.com/article/opinion/the-truth-about-the-trump-economy-120012200023_1.html,,Google,Display,screenshots/c9fdf180-eca3-4765-9d16-134675f1dc06.png,external_screenshots/40b3f9c4-433c-4354-bad7-37d79ec4da00.png
420037,,Content Farm,adjusted_news,article,https://parade.com/979294/astro_twins/astrotwins-daily-horoscope-january-22-2020/,,Zergnet,Native,screenshots/d4762f22-434c-4739-b8c9-715ed3eb06dc.png,external_screenshots/6b565517-d2db-4fa8-a579-0a07a1043641.png
400458,,Content Farm,adjusted_news,article,https://www.mensjournal.com/sports/hard-rock-stadium-will-serve-drinks-in-recyclable-cups-at-super-bowl/,,Zergnet,Native,screenshots/af6d1559-7645-4c85-b52c-4b0c1c1a6e32.png,external_screenshots/f8f83014-4493-4ac8-a17e-d7a963a8571f.png
314325,90748,Content Farm,adjusted_news,home,https://www.usatoday.com/,https://en.247mirror.com/40-boyfriends-and-husbands-who-know-how-to-keep-their-relati?safe=1&ly=native_next&utm_source=tbl&utm_medium=pd&tai=3575832_1168,Taboola,Native,screenshots/5ac8e28d-379b-446f-99b9-2d54e9e1539e.png,external_screenshots/5b98326a-3116-43e9-9696-661f001903fb.png
434342,125092,Content Farm,adjusted_news,article,https://bdnews24.com/politics/2020/01/28/radwan-mujib-visits-dhaka-north-mayor-candidate-atiqul,https://eternallysunny.com/will-harry-stepsister/?as=2020018510178&utm_source=taboola&utm_medium=cpc&utm_campaign=will-harry-stepsister_es_us_english_desktop_c0_t0_v20190919_b204_nlaunch&utm_term=278526958&utm_content=bdnews24&bdk=a2020018510178&ch=bt,Taboola,Native,screenshots/f3fc021c-e777-4f0a-ab0c-f6ed8052a555.png,external_screenshots/b0faf0d3-71ba-445d-94ab-1c400b23b282.png
314248,90738,Content Farm,adjusted_news,home,https://www.usatoday.com/,https://en.247mirror.com/40-boyfriends-and-husbands-who-know-how-to-keep-their-relati?safe=1&ly=native_next&utm_source=tbl&utm_medium=pd&tai=3575832_1168,Taboola,Native,screenshots/4dcea2a7-f988-4295-b91d-1f19566b7d06.png,external_screenshots/5b98326a-3116-43e9-9696-661f001903fb.png
310710,89678,Content Farm,adjusted_news,home,https://slate.com/,https://www.thedelite.com/this-is-what-the-cast-of-the-big-bang-theory-looks-like-in-real-life/?lvl=opt2&stack=ssp&utm_source=taboola%20-%20adrizer&utm_campaign=130034&utm_term=slate-homepage&utm_content=adrizer,Taboola,Native,screenshots/5742ad4c-8856-4c26-a9dd-1fe649406110.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png
310710,89678,Content Farm,adjusted_news,home,https://slate.com/,https://www.thedelite.com/this-is-what-the-cast-of-the-big-bang-theory-looks-like-in-real-life/?lvl=opt2&stack=ssp&utm_source=taboola%20-%20adrizer&utm_campaign=130034&utm_term=slate-homepage&utm_content=adrizer,Taboola,Native,screenshots/5742ad4c-8856-4c26-a9dd-1fe649406110.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png
310696,89676,Content Farm,adjusted_news,home,https://slate.com/,https://www.dailyforest.com/travel/iran-facts?utm_campaign=t-df-iran-facts-d-us-090120&utm_medium=taboola&utm_source=taboola&utm_term=slate-homepage,Taboola,Native,screenshots/b3e43d4c-7c08-4cc2-b5df-12483cab6492.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png
310680,89673,Content Farm,adjusted_news,home,https://slate.com/,https://www.sizzlfy.com/worldwide/father-proud?utm_campaign=t-sf-father-prosm2-d-us-150120&utm_medium=taboola&utm_source=taboola&utm_term=slate-homepage,Taboola,Native,screenshots/07e4755b-9597-4e64-bd93-75e11cfa800a.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png
310680,89673,Content Farm,adjusted_news,home,https://slate.com/,https://www.sizzlfy.com/worldwide/father-proud?utm_campaign=t-sf-father-prosm2-d-us-150120&utm_medium=taboola&utm_source=taboola&utm_term=slate-homepage,Taboola,Native,screenshots/07e4755b-9597-4e64-bd93-75e11cfa800a.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png
310647,89671,Content Farm,adjusted_news,home,https://slate.com/,https://grizly.com/quizzes/will-you-get-a-perfect-score-on-this-graduate-level-science-quiz/?utm_source=taboola&utm_campaign=dqg_gradlevelscience_factory_desktop_us_1_16&utm_medium=cpc&paginated=1,Taboola,Native,screenshots/5b77c776-db33-4551-8a06-32569c569662.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png
310647,89671,Content Farm,adjusted_news,home,https://slate.com/,https://grizly.com/quizzes/will-you-get-a-perfect-score-on-this-graduate-level-science-quiz/?utm_source=taboola&utm_campaign=dqg_gradlevelscience_factory_desktop_us_1_16&utm_medium=cpc&paginated=1,Taboola,Native,screenshots/5b77c776-db33-4551-8a06-32569c569662.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png
319744,92370,Content Farm,adjusted_news,home,https://www.wunderground.com/,https://newarena.com/college-basketball/ranked-25-best-mens-college-basketball-teams-of-all-time/?amxt=ref_2_inview_vat&utm_campaign=tb_jc_dt_mcb_alltime_1&utm_source=tb_ae&&utm_term=theweatherchannel-wunderground&utm_content=Ranked%3A+The+25+Best+Men%E2%80%99s+College+Basketball+Teams+of+All-Time&utm_medium=tbdt-ref_2_inview_vat,Taboola,Native,screenshots/01d62379-ccea-417f-bb62-8690ca0b657b.png,external_screenshots/51194276-d4ba-4457-8182-5b6d2d5f114f.png
411621,119342,Content Farm,adjusted_news,article,https://www.sciencealert.com/an-ancient-corpse-shows-that-egyptians-were-practicing-mummification-long-before-the-pharaohs,https://news.education.investing.com/top-25-richest-heirs-heiresses-in-america/?utm_source=taboola&utm_medium=cpm&utm_campaign=US-Heirs%28KyraSedgwick-1%291-MiniSite-Desktop-NOWL-All-Chrome&utm_term=sciencealert&origin=taboola&tp[click_id]=CjA1YmRkMDJmYS00NWMyLTQ3NGItOTIwMS1iNmJhMjVmODk2OTEtdHVjdDUyMTYxODASEmludmVzdGluZy15dWtvbi1zYw&tp[site_id]=1035891&tp[site]=sciencealert&tp[ts]=2020-01-22+05%3A22%3A33&tp[campaign_name]=US-Heirs%28KyraSedgwick-1%291-MiniSite-Desktop-NOWL-All-Chrome&tp[campaign_id]=2308554&tp[campaign_item_id]=259552009,,,screenshots/8a7ecb3f-2b50-4dc4-97de-7fc7d70c3b05.png,external_screenshots/7a34420d-445f-4f35-b6ac-bdb18cd306fd.png
310524,89660,Content Farm,adjusted_news,home,https://slate.com/,https://www.healthcentral.com/slideshow/signs-of-bipolar-disorder?ap=104&pb=slate-homepage&pid=1152902&aid=1079149,Taboola,Native,screenshots/53a197ab-08b5-4dbf-a6d4-332bac594bcf.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png
310503,89658,Content Farm,adjusted_news,home,https://slate.com/,http://tops.easyvoyage.co.uk/photo-divorce/?utm_source=taboola&utm_campaign=desktop-coupledivorce-us&utm_medium=cpc&utm_content=slate-homepage,Taboola,Native,screenshots/128c9ad7-9dc1-4955-b021-a2ad85117271.png,external_screenshots/6d179431-7c80-449e-8cc8-3a4b8873af8d.png
324371,93763,Content Farm,adjusted_news,article,https://www.wishtv.com/sports/the-zone-january-17-2020/,https://www.zergnet.com/news/4385227/jimmy-carters-surprising-comment-about-trump-is-turning-heads,Zergnet,Native,screenshots/1f30c6a5-e158-48aa-8e85-5f8d61659dac.png,external_screenshots/14d5b3ee-dd37-4125-8f55-fe95b497d0b0.png
319737,92365,Content Farm,adjusted_news,home,https://www.wunderground.com/,http://www.itsrosy.com/Edgy+Gray+Haircuts+These+Aren%27t+The+Gray+Hairstyles+Your+Grandma+Wore?utm_source=tabo&utm_medium=cpc&utm_campaign=Tabo-RO-Stories-US-Desktop-Edgy-Gray-Haircuts-2&utm_content=theweatherchannel-wunderground,,,screenshots/a5c9a9d6-c9a6-4e1e-a0a0-84f16c2e75a1.png,external_screenshots/51194276-d4ba-4457-8182-5b6d2d5f114f.png
411600,119335,Content Farm,adjusted_news,article,https://www.sciencealert.com/an-ancient-corpse-shows-that-egyptians-were-practicing-mummification-long-before-the-pharaohs,https://www.thepopfin.com/jason-momoa/,,,screenshots/7cc19fcf-1bce-4787-b1d4-0a727d7cd9e8.png,external_screenshots/7a34420d-445f-4f35-b6ac-bdb18cd306fd.png
